"Match.Id","Round.Id","Competition.Id","Venue","Local.Start.Time","Round.Number","Round.Abbreviation","Weather.Type","Weather.Description","Temperature","team","goals","behinds","points_for","behinds_left","behinds_right","posters_left","posters_right","behinds_rushed","behinds_touched","points_against","home_or_away","score_margin","match_outcome","team_abbr","team_id","team_nickname","bounces","clangers","clearances_centre","clearances_stoppage","clearances_total","marks_contested","possessions_contested","disposals_efficiency","disposals","dream_team_points","frees_against","frees_for","goal_accuracy","goal_assists","goal_efficiency","handballs","hitouts","inside50s","intercepts","kicks","marks","marks_inside50","one_percenters","rebound50s","shot_efficiency","shots_at_goal","tackles","tackles_inside50","possessions_total","turnovers","possessions_uncontested"
"CD_M20182640201","CD_R201826402","CD_S2018264","Drummoyne Oval",2018-02-09 19:05:00,2,"Rd 2","MOSTLY_SUNNY","Partly cloudy",18,"Carlton",3,12,30,2,5,1,2,2,0,9,"Away",21,"Win","CARL","CD_T8096","Blues",0,32,4,18,22,4,106,52.6,173,899,17,24,20,0,11.1,53,30,27,64,120,24,5,24,18,55.6,15,82,9,171,52,65
"CD_M20182640202","CD_R201826402","CD_S2018264","Casey Fields",2018-02-10 17:05:00,2,"Rd 2","THUNDERSTORMS","Squally cool change Possible storm",18,"Melbourne",8,8,56,1,5,0,0,1,1,24,"Home",32,"Win","MELB","CD_T7386","Demons",5,38,8,13,21,8,126,59.3,248,1088,10,13,42.1,6,20.5,110,22,39,72,138,47,13,19,17,48.7,19,63,8,249,54,123
"CD_M20182640202","CD_R201826402","CD_S2018264","Casey Fields",2018-02-10 17:05:00,2,"Rd 2","THUNDERSTORMS","Squally cool change Possible storm",18,"Adelaide Crows",4,0,24,0,0,0,0,0,0,56,"Away",-32,"Loss","ADEL","CD_T8098","Crows",5,49,6,19,25,4,104,49.1,169,790,13,10,57.1,2,18.2,41,18,22,54,128,21,3,27,29,31.8,7,62,3,169,72,65
"CD_M20182640203","CD_R201826402","CD_S2018264","Optus Stadium",2018-02-10 16:10:00,2,"Rd 2","MOSTLY_SUNNY","Mostly Sunny",18,"Fremantle",6,4,40,2,2,0,0,0,0,27,"Home",13,"Win","FRE","CD_T7886","Freo",4,39,6,15,21,4,101,59.6,193,976,10,18,54.5,3,16.7,69,24,36,61,124,42,6,25,18,30.6,11,72,17,203,66,102
"CD_M20182640203","CD_R201826402","CD_S2018264","Optus Stadium",2018-02-10 16:10:00,2,"Rd 2","MOSTLY_SUNNY","Mostly Sunny",18,"Collingwood",4,3,27,0,2,0,1,0,0,40,"Away",-13,"Loss","COLL","CD_T8097","Magpies",3,54,4,8,12,11,98,59,222,1061,18,10,44.4,1,18.2,76,26,22,67,146,66,5,35,29,40.9,9,66,7,223,59,125
"CD_M20182640204","CD_R201826402","CD_S2018264","South Pine Sports Complex",2018-02-11 15:35:00,2,"Rd 2","MOSTLY_SUNNY","Mostly Sunny",18,"Brisbane Lions",3,6,24,3,2,0,0,1,0,33,"Home",-9,"Loss","BL","CD_T7887","Lions",5,30,7,13,20,3,91,59.8,179,823,13,15,21.4,2,12.5,69,30,24,50,110,34,10,17,13,58.3,14,56,5,174,50,83
"CD_M20182640204","CD_R201826402","CD_S2018264","South Pine Sports Complex",2018-02-11 15:35:00,2,"Rd 2","MOSTLY_SUNNY","Mostly Sunny",18,"Western Bulldogs",5,3,33,0,3,0,0,0,0,24,"Away",9,"Win","WB","CD_T7387","Bulldogs",3,33,3,17,20,7,98,64,203,952,15,13,55.6,3,26.3,59,19,19,50,144,62,7,12,21,47.4,9,49,4,199,50,101
"CD_M20182640301","CD_R201826403","CD_S2018264","Norwood Oval",2018-02-17 13:35:00,3,"Rd 3","MOSTLY_SUNNY","Mostly Sunny",18,"Adelaide Crows",6,5,41,1,2,1,0,1,0,34,"Home",7,"Win","ADEL","CD_T8098","Crows",1,42,6,11,17,3,95,63.6,187,876,15,21,50,3,20.7,63,37,29,59,124,31,5,34,28,41.4,12,58,6,191,56,96
"CD_M20182640301","CD_R201826403","CD_S2018264","Norwood Oval",2018-02-17 13:35:00,3,"Rd 3","MOSTLY_SUNNY","Mostly Sunny",18,"Western Bulldogs",5,4,34,2,1,1,0,0,0,41,"Away",-7,"Loss","WB","CD_T7387","Bulldogs",4,40,3,19,22,4,88,59.4,192,889,21,15,35.7,4,15.2,63,13,33,56,129,39,10,28,23,42.4,14,65,12,196,59,108
"CD_M20182640302","CD_R201826403","CD_S2018264","Ikon Park",2018-02-17 19:45:00,3,"Rd 3","MOSTLY_SUNNY","Mostly clear",18,"Carlton",2,6,18,4,0,0,2,0,0,40,"Home",-22,"Loss","CARL","CD_T8096","Blues",6,54,5,10,15,10,94,50.9,173,831,15,19,22.2,2,8.3,47,23,24,61,126,44,7,21,28,37.5,9,53,10,168,60,74
"CD_M20182640302","CD_R201826403","CD_S2018264","Ikon Park",2018-02-17 19:45:00,3,"Rd 3","MOSTLY_SUNNY","Mostly clear",18,"Brisbane Lions",6,4,40,2,2,0,0,0,0,18,"Away",22,"Win","BL","CD_T7887","Lions",6,48,6,11,17,7,99,66.8,217,961,19,15,50,3,17.6,76,19,34,60,141,59,10,27,20,35.3,12,48,5,229,59,130
"CD_M20182640303","CD_R201826403","CD_S2018264","Olympic Park Oval",2018-02-18 16:35:00,3,"Rd 3","RAIN","Possible shower",18,"Collingwood",5,5,35,2,2,0,0,1,0,48,"Home",-13,"Loss","COLL","CD_T8097","Magpies",4,47,7,9,16,6,92,61,200,893,15,16,41.7,3,27.8,66,25,18,55,134,43,4,29,30,66.7,12,50,2,195,59,103
"CD_M20182640303","CD_R201826403","CD_S2018264","Olympic Park Oval",2018-02-18 16:35:00,3,"Rd 3","RAIN","Possible shower",18,"GWS Giants",7,6,48,1,4,0,0,1,0,35,"Away",13,"Win","GWS","CD_T7889","Giants",1,43,7,13,20,5,93,64.3,196,859,16,15,41.2,3,18.9,67,14,37,59,129,38,7,28,12,45.9,17,49,9,188,54,95
"CD_M20182640304","CD_R201826403","CD_S2018264","Fremantle Oval",2018-02-18 15:35:00,3,"Rd 3","MOSTLY_SUNNY","Mostly Sunny",18,"Fremantle",6,0,36,0,0,0,0,0,0,31,"Home",5,"Win","FRE","CD_T7886","Freo",4,51,7,21,28,0,100,57,186,859,14,16,75,4,25,56,18,24,59,130,31,2,33,28,33.3,8,59,6,176,76,76
"CD_M20182640304","CD_R201826403","CD_S2018264","Fremantle Oval",2018-02-18 15:35:00,3,"Rd 3","MOSTLY_SUNNY","Mostly Sunny",18,"Melbourne",4,7,31,1,4,0,0,2,0,36,"Away",-5,"Loss","MELB","CD_T7386","Demons",3,45,3,8,11,12,103,60.2,216,1018,16,14,30.8,1,11.8,85,35,34,76,131,51,11,17,18,38.2,13,68,25,210,58,107
"CD_M20182640401","CD_R201826404","CD_S2018264","VU Whitten Oval",2018-02-23 19:05:00,4,"Rd 4","MOSTLY_SUNNY","Partly cloudy",18,"Western Bulldogs",12,14,86,3,4,1,1,4,1,13,"Home",73,"Win","WB","CD_T7387","Bulldogs",8,28,6,17,23,4,98,60.5,220,1089,7,17,48,6,40,64,25,30,60,156,46,8,23,26,83.3,25,62,11,213,51,115
"CD_M20182640401","CD_R201826404","CD_S2018264","VU Whitten Oval",2018-02-23 19:05:00,4,"Rd 4","MOSTLY_SUNNY","Partly cloudy",18,"Carlton",2,1,13,0,1,0,0,0,0,86,"Away",-73,"Loss","CARL","CD_T8096","Blues",0,47,5,10,15,4,83,52.2,157,721,17,7,40,2,6.9,55,26,29,52,102,34,1,24,16,17.2,5,52,19,163,60,80
"CD_M20182640402","CD_R201826404","CD_S2018264","South Pine Sports Complex",2018-02-24 15:35:00,4,"Rd 4","MOSTLY_SUNNY","Mostly Sunny",18,"Brisbane Lions",3,4,22,0,2,0,0,2,0,15,"Home",7,"Win","BL","CD_T7887","Lions",0,27,4,18,22,2,107,43.3,203,992,12,14,60,1,12.5,71,44,24,65,132,26,5,16,19,20.8,5,83,19,184,57,77
"CD_M20182640402","CD_R201826404","CD_S2018264","South Pine Sports Complex",2018-02-24 15:35:00,4,"Rd 4","MOSTLY_SUNNY","Mostly Sunny",18,"Fremantle",2,3,15,0,2,0,0,1,0,22,"Away",-7,"Loss","FRE","CD_T7886","Freo",0,42,1,20,21,2,103,40.3,181,817,14,12,25,2,9.1,56,14,22,57,125,17,7,11,21,36.4,8,70,15,165,65,62
"CD_M20182640403","CD_R201826404","CD_S2018264","TIO Traeger Park",2018-02-24 17:40:00,4,"Rd 4","MOSTLY_SUNNY","Mostly Sunny",18,"Melbourne",3,6,24,0,3,0,0,2,1,58,"Home",-34,"Loss","MELB","CD_T7386","Demons",1,50,8,10,18,11,92,61.7,183,787,20,25,30,1,11.5,71,18,26,53,112,42,7,21,15,38.5,10,44,4,184,55,92
"CD_M20182640403","CD_R201826404","CD_S2018264","TIO Traeger Park",2018-02-24 17:40:00,4,"Rd 4","MOSTLY_SUNNY","Mostly Sunny",18,"Collingwood",9,4,58,2,2,0,0,0,0,24,"Away",34,"Win","COLL","CD_T8097","Magpies",5,53,5,10,15,6,89,67.3,196,936,25,20,56.3,4,34.6,51,14,26,55,145,54,8,19,22,61.5,16,55,3,191,53,102
"CD_M20182640404","CD_R201826404","CD_S2018264","Blacktown International Sportspark",2018-02-25 16:35:00,4,"Rd 4","RAIN","Rain",18,"GWS Giants",2,7,19,1,2,0,1,3,0,19,"Home",0,"Draw","GWS","CD_T7889","Giants",1,40,3,17,20,2,95,44.2,163,807,12,10,22.2,2,8.3,45,26,24,63,118,12,4,25,25,37.5,9,77,9,140,64,45
"CD_M20182640404","CD_R201826404","CD_S2018264","Blacktown International Sportspark",2018-02-25 16:35:00,4,"Rd 4","RAIN","Rain",18,"Adelaide Crows",2,7,19,1,2,0,1,2,1,19,"Away",0,"Draw","ADEL","CD_T8098","Crows",0,41,3,13,16,4,107,40.5,168,864,10,12,15.4,0,7.4,38,19,27,64,130,18,3,26,21,48.1,13,81,13,154,62,47
"CD_M20182640501","CD_R201826405","CD_S2018264","Casey Fields",2018-03-02 19:05:00,5,"Rd 5","CLEAR_NIGHT","Mostly clear",18,"Melbourne",4,10,34,3,4,1,0,1,1,28,"Home",6,"Win","MELB","CD_T7386","Demons",4,36,6,15,21,12,120,56.4,218,1005,7,12,21.1,2,12.1,81,19,33,68,137,39,7,18,16,57.6,19,68,15,214,70,94
"CD_M20182640501","CD_R201826405","CD_S2018264","Casey Fields",2018-03-02 19:05:00,5,"Rd 5","CLEAR_NIGHT","Mostly clear",18,"Brisbane Lions",4,4,28,2,0,1,0,1,0,34,"Away",-6,"Loss","BL","CD_T7887","Lions",5,36,6,13,19,6,101,52.8,197,899,12,7,33.3,0,19,71,21,21,69,126,44,4,24,28,57.1,12,57,4,186,68,85
"CD_M20182640502","CD_R201826405","CD_S2018264","Fremantle Oval",2018-03-03 14:05:00,5,"Rd 5","MOSTLY_SUNNY","Mostly Sunny",18,"Fremantle",3,3,21,1,1,1,0,0,0,39,"Home",-18,"Loss","FRE","CD_T7886","Freo",13,35,4,24,28,1,86,53.4,176,853,15,17,37.5,1,15,58,18,20,44,118,32,1,16,23,40,8,69,5,171,54,85
"CD_M20182640502","CD_R201826405","CD_S2018264","Fremantle Oval",2018-03-03 14:05:00,5,"Rd 5","MOSTLY_SUNNY","Mostly Sunny",18,"GWS Giants",6,3,39,0,3,0,0,0,0,21,"Away",18,"Win","GWS","CD_T7889","Giants",0,35,1,14,15,9,100,54.9,182,943,17,15,54.5,2,20.7,68,49,29,54,114,35,6,15,15,37.9,11,77,11,178,44,78
"CD_M20182640503","CD_R201826405","CD_S2018264","Norwood Oval",2018-03-03 18:40:00,5,"Rd 5","MOSTLY_SUNNY","Mostly Sunny",18,"Adelaide Crows",8,7,55,3,3,0,1,0,0,20,"Home",35,"Win","ADEL","CD_T8098","Crows",1,43,9,22,31,4,105,62.8,196,898,17,11,53.3,6,26.7,56,24,30,49,140,37,4,31,24,50,15,54,8,192,49,87
"CD_M20182640503","CD_R201826405","CD_S2018264","Norwood Oval",2018-03-03 18:40:00,5,"Rd 5","MOSTLY_SUNNY","Mostly Sunny",18,"Carlton",2,8,20,6,0,0,0,2,0,55,"Away",-35,"Loss","CARL","CD_T8096","Blues",0,36,2,12,14,3,80,61.2,152,786,11,17,25,0,7.4,55,31,27,49,97,24,3,22,21,29.6,8,70,15,152,49,72
"CD_M20182640504","CD_R201826405","CD_S2018264","Ted Summerton Recreational Reserve",2018-03-04 14:35:00,5,"Rd 5","MOSTLY_SUNNY","Partly cloudy",24,"Collingwood",6,5,41,1,4,0,0,0,0,49,"Home",-8,"Loss","COLL","CD_T8097","Magpies",2,35,6,14,20,6,77,61.9,155,838,20,14,54.5,2,27.3,38,43,22,41,117,43,1,20,21,50,11,61,8,147,45,70
"CD_M20182640504","CD_R201826405","CD_S2018264","Ted Summerton Recreational Reserve",2018-03-04 14:35:00,5,"Rd 5","MOSTLY_SUNNY","Partly cloudy",24,"Western Bulldogs",7,7,49,2,3,0,0,2,0,41,"Away",8,"Win","WB","CD_T7387","Bulldogs",0,36,8,12,20,6,93,57.6,158,710,14,20,36.8,2,23.3,43,16,30,45,115,30,7,21,15,63.3,19,37,3,157,41,64
"CD_M20182640601","CD_R201826406","CD_S2018264","TIO Stadium",2018-03-09 17:35:00,6,"Rd 6","MOSTLY_SUNNY","Mostly Sunny",18,"Adelaide Crows",6,4,40,1,2,0,0,1,0,36,"Home",4,"Win","ADEL","CD_T8098","Crows",2,42,5,8,13,6,91,61.5,161,787,19,11,60,2,21.4,36,32,28,64,125,25,1,22,25,35.7,10,60,11,146,60,55
"CD_M20182640601","CD_R201826406","CD_S2018264","TIO Stadium",2018-03-09 17:35:00,6,"Rd 6","MOSTLY_SUNNY","Mostly Sunny",18,"Fremantle",5,6,36,1,2,0,1,2,0,40,"Away",-4,"Loss","FRE","CD_T7886","Freo",1,38,10,17,27,1,118,55.6,205,875,11,19,45.5,1,16.7,74,20,30,60,131,30,6,20,21,36.7,11,51,10,203,64,85
"CD_M20182640602","CD_R201826406","CD_S2018264","Moreton Bay Central Sports Complex",2018-03-10 15:35:00,6,"Rd 6","MOSTLY_SUNNY","Mostly Sunny",18,"Brisbane Lions",5,9,39,4,3,0,0,2,0,53,"Home",-14,"Loss","BL","CD_T7887","Lions",2,46,7,12,19,7,106,56.5,214,983,13,16,31.3,1,16.1,70,21,31,59,144,48,7,26,12,51.6,16,58,4,205,60,99
"CD_M20182640602","CD_R201826406","CD_S2018264","Moreton Bay Central Sports Complex",2018-03-10 15:35:00,6,"Rd 6","MOSTLY_SUNNY","Mostly Sunny",18,"Collingwood",8,5,53,2,0,2,0,1,0,39,"Away",14,"Win","COLL","CD_T8097","Magpies",0,40,7,9,16,6,98,58.9,202,914,16,13,61.5,5,38.1,66,20,21,60,136,43,6,32,26,61.9,13,52,6,190,59,92
"CD_M20182640603","CD_R201826406","CD_S2018264","UNSW Canberra Oval",2018-03-10 19:10:00,6,"Rd 6","CLEAR_NIGHT","Clear",18,"GWS Giants",7,4,46,2,2,0,0,0,0,28,"Home",18,"Win","GWS","CD_T7889","Giants",1,38,5,17,22,13,109,62,200,888,13,11,50,5,22.6,70,40,31,57,130,36,5,27,21,45.2,14,48,10,195,59,86
"CD_M20182640603","CD_R201826406","CD_S2018264","UNSW Canberra Oval",2018-03-10 19:10:00,6,"Rd 6","CLEAR_NIGHT","Clear",18,"Western Bulldogs",4,4,28,3,1,0,0,0,0,46,"Away",-18,"Loss","WB","CD_T7387","Bulldogs",6,27,6,12,18,4,91,66.4,211,1010,11,13,33.3,0,15.4,69,20,26,59,142,54,10,31,24,46.2,12,64,8,204,57,113
"CD_M20182640604","CD_R201826406","CD_S2018264","Ikon Park",2018-03-11 16:35:00,6,"Rd 6","MOSTLY_SUNNY","Partly cloudy",18,"Carlton",3,4,22,3,0,0,0,1,0,57,"Home",-35,"Loss","CARL","CD_T8096","Blues",3,52,6,9,15,4,84,56.1,157,660,25,14,37.5,0,15.8,58,27,19,53,99,16,0,28,32,42.1,8,53,3,151,57,67
"CD_M20182640604","CD_R201826406","CD_S2018264","Ikon Park",2018-03-11 16:35:00,6,"Rd 6","MOSTLY_SUNNY","Partly cloudy",18,"Melbourne",8,9,57,2,3,1,0,3,0,22,"Away",35,"Win","MELB","CD_T7386","Demons",2,40,3,19,22,7,121,63.1,222,993,14,25,42.1,6,20,79,21,40,58,143,32,9,25,16,47.5,19,63,19,220,52,99
"CD_M20182640701","CD_R201826407","CD_S2018264","Blacktown International Sportspark",2018-03-16 19:05:00,7,"Rd 7","OVERCAST","Cloudy",18,"GWS Giants",3,6,24,1,1,1,0,2,1,64,"Home",-40,"Loss","GWS","CD_T7889","Giants",1,38,4,12,16,7,95,68.3,199,812,20,12,27.3,1,10.7,73,24,28,49,126,38,5,33,18,39.3,11,44,4,195,44,100
"CD_M20182640701","CD_R201826407","CD_S2018264","Blacktown International Sportspark",2018-03-16 19:05:00,7,"Rd 7","OVERCAST","Cloudy",18,"Brisbane Lions",10,4,64,1,1,0,0,2,0,24,"Away",40,"Win","BL","CD_T7887","Lions",4,35,9,13,22,9,100,65.7,213,979,12,20,66.7,5,35.7,65,25,28,45,148,54,7,22,24,53.6,15,43,4,206,49,106
"CD_M20182640702","CD_R201826407","CD_S2018264","Fremantle Oval",2018-03-17 14:05:00,7,"Rd 7","MOSTLY_SUNNY","Mostly Sunny",18,"Fremantle",9,5,59,0,4,0,0,1,0,48,"Home",11,"Win","FRE","CD_T7886","Freo",4,48,10,12,22,3,96,57.5,186,887,19,18,50,4,40.9,61,12,22,52,125,33,6,31,23,81.8,18,65,12,178,55,82
"CD_M20182640702","CD_R201826407","CD_S2018264","Fremantle Oval",2018-03-17 14:05:00,7,"Rd 7","MOSTLY_SUNNY","Mostly Sunny",18,"Carlton",6,12,48,4,3,2,0,3,0,59,"Away",-11,"Loss","CARL","CD_T8096","Blues",1,44,6,14,20,3,87,54.3,151,744,18,19,27.3,5,20,42,41,30,55,109,30,6,27,12,73.3,22,48,13,157,52,70
"CD_M20182640703","CD_R201826407","CD_S2018264","VU Whitten Oval",2018-03-17 19:10:00,7,"Rd 7","OVERCAST","Cloudy",18,"Western Bulldogs",5,3,33,3,0,0,0,0,0,31,"Home",2,"Win","WB","CD_T7387","Bulldogs",3,35,4,19,23,5,97,57.6,177,823,12,15,45.5,2,15.2,69,27,33,52,108,26,3,21,15,33.3,11,61,10,175,55,78
"CD_M20182640703","CD_R201826407","CD_S2018264","VU Whitten Oval",2018-03-17 19:10:00,7,"Rd 7","OVERCAST","Cloudy",18,"Melbourne",4,7,31,1,1,0,1,3,1,33,"Away",-2,"Loss","MELB","CD_T7386","Demons",3,36,6,19,25,8,103,52.6,171,780,15,12,40,2,21.1,67,30,19,54,104,27,5,35,26,52.6,10,57,12,172,52,69
"CD_M20182640704","CD_R201826407","CD_S2018264","Olympic Park Oval",2018-03-18 14:35:00,7,"Rd 7","RAIN","Morning showers Windy",26,"Collingwood",8,5,53,1,3,0,0,1,0,32,"Home",21,"Win","COLL","CD_T8097","Magpies",3,42,6,16,22,8,99,63.3,207,1008,11,16,47.1,4,24.2,60,21,33,56,147,41,6,17,20,51.5,17,67,7,197,63,98
"CD_M20182640704","CD_R201826407","CD_S2018264","Olympic Park Oval",2018-03-18 14:35:00,7,"Rd 7","RAIN","Morning showers Windy",26,"Adelaide Crows",4,8,32,2,2,1,0,3,0,53,"Away",-21,"Loss","ADEL","CD_T8098","Crows",0,36,8,10,18,6,86,49.7,171,782,16,11,26.7,1,14.8,33,13,27,64,138,43,6,24,25,55.6,15,42,9,161,55,75
"CD_M20182640801","CD_R201826408","CD_S2018264","Ikon Park",2018-03-24 12:35:00,8,"GF","RAIN","Showers increasing",24,"Western Bulldogs",4,3,27,1,0,1,0,1,0,21,"Home",6,"Win","WB","CD_T7387","Bulldogs",2,29,2,27,29,0,103,51.2,160,773,13,14,50,1,14.8,54,34,27,47,106,12,0,24,22,29.6,8,69,16,160,56,57
"CD_M20182640801","CD_R201826408","CD_S2018264","Ikon Park",2018-03-24 12:35:00,8,"GF","RAIN","Showers increasing",24,"Brisbane Lions",3,3,21,0,2,0,0,1,0,27,"Away",-6,"Loss","BL","CD_T7887","Lions",1,35,5,14,19,5,110,58.5,205,981,14,13,27.3,2,11.1,74,25,27,56,131,32,3,18,23,40.7,11,82,9,199,47,89
